qindex,ASSIM-N_I,ASSIM_I,MADDA_I,SHAMS_I,MIN-W_I,MIN-Y_I,P_SIL_I,SIL_I,SAKT_I,ASSIM-M_B,ASSIM-N_B,ASSIM_B,MADDA_B,CLIT-H_B,MIN-Y_B,SIL_B
7:124:4,2,0,1,0,0,0,0,1,0,0,3,0,5,0,0,0
7:127:5,0,0,3,1,0,1,0,3,0,0,1,0,1,1,0,0
7:128:14,1,0,0,1,0,0,0,1,0,0,4,0,2,1,0,0
7:130:6,1,0,2,2,0,0,0,3,0,0,4,0,2,2,0,0
7:132:4,0,0,0,4,0,0,0,3,0,0,4,0,0,1,0,0
7:134:9,3,0,1,2,0,0,0,0,0,1,1,0,2,0,0,0
7:136:5,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0
7:137:24,0,0,1,0,0,0,0,3,0,0,5,1,3,1,0,0
7:139:1,1,0,4,1,0,0,0,1,0,1,3,0,0,0,0,0
7:141:12,0,0,2,0,0,0,0,0,0,1,6,0,1,1,0,0
7:143:1,2,0,1,0,0,0,0,0,0,0,2,0,1,5,0,0
7:143:31,0,0,0,2,0,0,1,0,0,0,2,0,3,1,0,0
7:145:5,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0
7:146:15,0,0,1,1,0,0,0,6,0,0,4,0,0,0,0,0
7:147:9,0,0,0,0,0,0,0,3,0,0,3,0,1,3,0,0
7:149:4,0,0,0,0,0,0,0,3,0,0,3,0,2,1,0,0
7:150:16,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0
7:151:7,1,0,0,3,0,0,0,4,0,0,4,0,1,0,0,0
7:153:11,0,0,0,1,0,0,0,0,0,0,7,0,1,1,0,0
7:155:12,2,0,3,1,0,0,0,0,0,1,3,0,1,0,0,0
7:156:1,0,0,1,2,0,0,0,0,0,1,2,0,2,1,0,0
7:157:1,3,0,1,4,0,0,0,0,0,1,0,0,0,1,0,0
7:157:31,1,0,2,4,0,0,0,3,0,0,0,0,3,3,0,0
7:158:18,0,0,0,3,0,0,0,1,0,0,3,0,2,2,1,0
7:160:8,2,0,0,1,0,0,0,1,0,0,3,1,2,1,0,0
7:160:38,1,0,1,0,0,0,0,6,0,0,3,0,1,0,0,0
7:162:5,0,0,1,2,0,0,0,1,0,0,2,0,0,0,0,0
7:163:18,0,0,0,1,0,0,0,2,0,1,3,0,0,0,0,0
7:165:2,1,0,1,1,0,0,0,7,0,0,3,0,1,1,0,0
7:167:3,0,0,1,2,0,0,0,0,0,1,4,0,0,1,0,0
7:168:14,0,0,0,1,0,0,0,2,0,1,5,0,0,1,0,0
7:169:30,0,0,0,2,0,0,0,3,0,0,2,0,1,2,0,0
7:171:10,1,0,0,0,0,0,0,4,0,1,5,0,4,0,0,0
7:172:21,0,0,1,0,0,0,0,1,0,0,3,0,3,0,0,0
7:175:5,1,0,0,1,0,0,0,0,0,0,1,1,1,2,0,0
7:176:22,1,0,2,1,0,0,0,4,0,0,2,0,0,0,0,0
7:179:3,1,0,3,0,0,0,0,2,0,0,4,0,1,0,0,0
7:180:3,0,0,1,0,0,0,0,3,0,1,1,0,2,2,0,0
7:183:4,1,0,0,2,0,0,0,2,0,1,5,0,1,0,0,0
7:185:18,1,0,0,2,0,0,0,0,0,0,2,0,1,2,0,0
7:187:16,1,0,0,3,0,0,0,0,0,0,2,1,1,0,0,0
7:188:9,1,0,2,2,0,0,1,0,0,1,6,0,0,0,0,0
7:189:11,0,0,1,2,0,0,0,0,0,0,3,1,3,2,0,0
7:190:12,3,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0
7:194:4,1,0,0,1,0,0,0,1,0,0,6,0,3,0,0,0
7:195:20,3,0,1,2,0,1,0,1,0,0,2,0,1,1,0,0
7:198:5,2,0,0,2,0,0,0,2,0,0,1,0,0,1,0,0
7:201:6,0,0,1,1,0,0,0,2,0,2,3,0,2,0,0,0
7:203:17,1,0,1,0,0,0,0,2,0,0,7,1,0,1,0,0
7:205:16,3,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0
8:1:19,2,0,1,2,0,0,0,1,0,1,2,0,1,2,0,0
8:4:4,2,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0
8:6:12,0,0,1,4,0,0,0,0,0,0,1,0,0,1,0,0
8:8:7,1,0,1,4,0,0,0,0,0,1,1,0,0,1,0,0
8:11:1,1,0,3,3,0,0,0,1,0,2,2,0,0,1,0,0
8:12:9,0,0,1,4,0,0,0,5,0,0,2,0,0,2,0,0
8:14:3,0,0,2,1,0,0,0,2,0,0,6,0,2,1,0,0
8:16:15,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0
8:18:4,2,0,2,1,0,0,0,4,0,0,6,0,1,0,0,0
8:20:4,2,0,1,5,0,0,0,4,0,0,0,0,0,1,0,0
8:23:4,0,0,1,2,0,0,0,5,0,1,1,1,2,2,0,0
8:25:2,2,0,1,3,0,0,0,3,0,2,4,0,2,1,0,0
8:26:19,2,0,2,4,0,0,0,6,0,0,3,1,5,1,0,0
8:29:8,1,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0
8:31:3,1,0,2,2,0,0,0,2,0,0,2,0,3,0,0,0
8:32:16,1,0,1,3,0,0,0,1,0,0,1,0,2,1,0,0
8:34:15,4,0,2,1,0,0,0,3,0,0,3,0,1,1,0,0
8:36:11,0,0,1,2,0,0,0,2,0,0,3,1,1,3,0,0
8:38:2,2,0,0,2,0,0,0,4,0,1,3,0,1,1,0,0
8:39:16,2,0,0,4,0,0,0,3,0,2,5,0,2,1,0,0
8:41:20,3,1,0,4,0,0,0,0,0,2,2,0,1,0,0,0
8:42:17,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0
8:43:12,0,0,1,4,0,0,0,0,0,0,4,0,2,1,0,0
8:45:3,0,0,0,4,0,0,0,9,0,1,3,0,2,1,0,0
8:47:7,0,0,2,5,0,0,0,0,0,0,4,0,0,0,0,0
8:48:20,1,0,3,2,0,0,0,0,0,1,2,0,2,0,0,0
8:49:14,0,0,1,3,0,0,0,2,0,0,2,0,1,0,0,0
8:52:4,1,0,0,5,0,0,0,2,0,0,3,0,0,0,0,0
8:53:17,1,0,1,2,0,0,0,3,0,1,3,0,1,0,0,0
8:56:2,2,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0
8:58:10,0,0,1,2,0,0,0,3,0,2,4,0,1,1,0,0
8:60:18,2,0,0,5,0,0,0,3,0,0,4,0,1,1,0,0
8:62:3,1,0,0,2,0,0,0,0,0,0,3,0,2,2,0,0
8:64:1,2,0,2,3,0,0,0,4,0,1,6,0,1,0,0,0
8:65:22,3,0,0,3,0,0,0,5,0,1,9,0,1,0,0,0
8:66:25,0,0,0,5,0,0,0,0,0,0,3,0,2,1,0,0
8:68:9,0,0,1,4,0,0,0,2,0,1,9,1,3,0,0,0
8:70:18,2,0,0,3,0,0,0,5,0,0,4,0,0,0,0,0
8:72:10,1,0,2,3,0,0,0,6,0,2,4,1,1,0,0,0
8:72:40,0,0,2,2,0,0,0,7,0,1,6,1,1,0,0,0
8:74:12,1,0,2,2,0,0,0,6,0,1,8,0,0,0,0,0
9:1:2,0,1,0,5,0,0,0,2,0,1,2,0,3,2,0,0
9:3:9,0,1,1,2,0,0,0,2,0,1,4,0,1,1,0,0
9:4:7,2,1,0,1,0,0,0,4,0,0,3,0,1,0,0,0
9:5:15,0,0,0,4,0,0,0,3,0,0,5,0,0,1,0,1
9:7:1,3,1,0,2,0,0,0,4,0,0,1,0,1,1,0,0
9:8:8,0,0,2,1,0,0,0,4,0,1,7,0,1,1,0,0
9:10:9,0,0,0,3,0,0,0,5,0,1,4,0,3,0,0,1
9:12:16,3,0,0,3,0,0,0,2,0,2,3,0,1,0,0,0
9:14:8,1,0,1,4,0,0,0,3,0,0,4,0,0,0,0,0
9:16:16,1,0,1,3,0,0,0,2,0,1,3,0,1,1,0,0
9:18:4,0,0,2,6,0,0,0,2,0,0,1,0,1,0,0,0
9:19:11,3,0,2,5,1,0,0,4,0,0,0,0,0,0,0,0
9:21:1,1,0,3,1,0,0,0,3,0,1,5,0,3,1,0,0
9:23:13,1,0,3,2,0,0,0,1,0,2,4,0,1,1,0,0
9:24:23,1,0,0,3,0,0,0,1,0,0,2,0,0,2,0,0
9:25:20,2,0,1,2,0,0,0,1,0,1,3,0,0,2,0,0
9:27:9,0,0,3,3,0,0,0,2,0,0,6,0,2,1,0,0
9:28:27,0,0,0,2,0,0,0,3,0,0,3,0,0,1,0,0
9:29:29,0,0,0,4,0,0,0,2,0,1,3,0,1,0,0,0
9:31:7,0,0,0,3,0,0,0,3,0,0,4,0,5,2,0,0
9:32:14,0,0,1,3,0,0,0,1,0,0,1,0,2,3,0,0
9:34:15,2,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0
9:35:16,3,0,0,5,0,0,0,3,0,0,2,0,1,0,0,0
9:36:27,0,0,3,3,0,0,0,4,0,0,5,0,1,2,0,0
9:37:21,1,0,2,4,0,0,0,2,0,1,0,0,0,0,0,0
9:38:20,2,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0
9:40:5,1,0,0,3,0,0,0,1,0,0,1,0,0,3,0,0
9:40:35,3,0,0,4,0,0,0,3,0,0,8,0,0,0,0,0
9:42:7,3,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0
9:44:1,1,0,0,3,0,0,0,1,0,0,2,0,0,0,0,0
9:46:3,1,0,0,3,0,0,0,5,0,1,4,0,0,1,0,0
9:48:1,0,0,1,1,0,0,0,2,0,1,4,0,1,0,0,1
9:49:15,0,0,0,2,0,0,0,2,0,0,6,2,2,0,0,0
9:51:14,2,0,0,1,0,0,0,2,0,1,4,0,4,1,0,0
9:53:8,3,0,0,2,0,0,0,1,0,0,2,0,1,1,0,0
9:55:4,3,0,0,3,0,0,0,0,0,2,1,0,1,0,0,0
9:57:7,0,0,0,2,0,0,0,6,0,1,3,0,2,1,0,0
9:59:10,0,0,1,8,0,0,0,0,0,0,2,0,2,2,0,0
9:60:21,1,0,0,5,0,0,0,1,0,0,4,0,0,0,0,0
9:62:3,0,0,0,2,0,0,0,2,0,0,5,0,2,4,0,0
9:64:5,1,0,0,2,0,0,0,2,0,2,3,0,1,2,0,0
9:66:5,2,0,2,1,0,0,0,2,0,1,6,0,0,0,0,0
9:67:19,1,0,0,2,0,0,0,2,0,1,6,0,1,0,0,0
9:69:14,0,0,2,1,0,0,0,3,0,1,4,0,1,0,0,0
9:70:12,2,0,1,3,0,0,0,1,0,1,2,0,1,0,0,0
9:71:16,0,0,1,5,0,0,0,1,0,0,6,0,1,1,0,0
9:72:22,0,0,1,2,0,0,0,5,0,0,0,0,0,0,0,0
9:74:16,0,0,0,3,0,0,0,3,0,0,7,0,2,2,0,0
9:74:46,0,0,0,1,0,0,0,2,0,3,4,1,2,4,0,0
9:77:9,0,0,0,4,0,0,0,3,0,0,0,0,1,0,0,0
9:79:13,0,0,0,4,0,0,0,1,0,0,3,0,0,1,0,0
9:80:23,2,0,0,2,0,0,0,5,0,0,2,0,1,0,0,0
9:82:1,0,0,2,1,0,0,0,5,0,1,9,1,0,0,0,0
9:83:23,0,0,0,2,0,0,0,3,0,2,3,0,2,2,0,0
9:85:10,2,0,0,3,0,0,0,7,0,0,2,0,1,0,0,0
9:87:6,1,0,2,2,0,0,0,4,0,0,2,0,0,1,0,0
9:89:11,0,0,2,2,0,0,0,2,0,0,1,0,0,1,0,0
9:91:11,1,0,0,1,0,0,0,2,0,0,4,1,3,1,0,0
9:92:15,1,0,1,3,0,0,0,3,0,0,1,0,0,0,0,0
9:94:3,1,0,0,4,0,0,0,1,0,1,1,1,0,1,0,0
9:95:3,1,0,1,1,0,0,0,5,0,0,3,0,0,0,0,0
9:97:1,2,0,2,5,0,0,0,1,0,0,5,0,1,1,0,0
9:98:15,2,0,0,6,0,0,0,0,0,0,5,0,2,1,0,0
9:100:2,1,0,0,1,0,0,0,1,0,2,3,0,1,0,0,0
9:101:7,0,0,0,2,0,0,0,3,0,1,4,0,0,0,0,0
9:102:15,0,0,0,5,0,0,0,1,0,1,3,0,1,1,0,0
9:104:12,1,0,0,6,0,0,0,1,0,1,0,0,0,1,0,0
9:106:10,0,0,0,3,0,0,0,1,0,0,7,0,1,1,0,0
9:108:4,0,0,0,3,0,0,0,1,0,1,4,0,0,1,0,0
9:109:11,0,0,0,3,0,0,0,1,0,0,3,0,1,2,0,0
9:110:14,2,0,0,3,0,0,0,0,0,1,1,0,0,1,0,0
9:111:29,1,0,2,8,0,0,0,2,0,1,0,0,1,1,0,0
9:113:6,0,0,0,0,0,0,0,3,0,0,5,0,3,2,0,0
9:114:16,0,0,0,4,0,0,0,0,0,1,2,0,0,1,0,0
9:116:6,1,0,0,3,0,0,0,0,0,1,5,1,0,0,1,0
9:117:19,1,0,0,2,0,0,0,2,0,0,4,0,3,1,0,0
9:118:22,0,0,1,5,0,0,0,5,0,1,2,0,1,0,0,0
9:120:12,1,0,0,2,0,0,0,1,0,0,6,0,0,1,0,0
9:120:42,1,0,0,2,0,0,0,1,0,1,4,0,0,1,0,0
9:122:2,2,0,3,1,0,0,0,7,0,1,4,0,1,0,0,0
9:123:10,1,0,0,1,0,0,0,2,0,2,5,0,3,1,0,0
9:125:5,1,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0
9:127:7,2,0,1,1,0,0,0,1,0,3,6,0,0,0,0,0
9:129:2,0,0,1,5,0,0,0,1,0,0,1,0,2,0,0,0
10:2:8,2,0,0,3,0,0,0,1,0,0,2,0,1,0,0,0
10:3:12,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0
10:4:13,0,0,1,3,0,0,0,5,0,0,5,0,0,1,0,0
10:5:15,0,0,1,4,0,0,0,1,0,0,3,0,0,0,0,0
10:7:8,0,0,1,4,0,0,0,5,0,1,1,0,0,0,0,0
10:10:2,0,0,1,4,0,0,0,0,0,1,1,0,0,0,0,0
10:11:18,2,0,1,1,0,0,0,1,0,0,3,0,2,3,0,0
10:13:3,1,0,2,0,0,0,0,3,0,1,3,0,0,0,0,0
10:15:6,0,0,2,0,0,0,0,0,0,0,1,0,5,1,0,0
10:15:36,0,0,1,2,0,0,0,0,0,1,3,1,2,3,0,0
10:17:9,2,0,3,4,0,0,0,0,0,0,1,0,1,2,0,0
10:18:25,1,0,0,1,0,0,0,1,0,0,6,0,2,2,0,0
10:20:9,2,0,1,2,0,0,0,1,0,2,3,0,3,0,0,0
10:22:1,1,0,2,0,0,0,0,2,0,1,5,0,2,0,0,1
10:22:31,3,0,1,5,0,0,0,0,0,1,0,0,2,1,0,0
10:23:20,2,0,2,3,0,0,0,0,0,1,0,0,2,1,0,0
10:24:24,0,0,1,2,0,0,0,1,0,0,6,0,4,0,0,0
10:25:11,0,0,2,2,0,0,0,3,0,1,5,0,0,0,0,0
10:27:14,2,0,3,1,0,0,0,2,0,1,3,0,1,0,0,0
10:28:17,0,0,0,2,0,0,0,3,0,1,4,0,2,0,0,0
10:31:3,0,0,1,4,0,0,0,0,0,1,3,0,0,0,0,0
10:32:6,0,0,1,2,0,0,0,3,0,1,2,0,1,1,0,0
10:34:15,0,0,1,1,0,0,0,0,0,1,6,0,4,1,0,0
10:35:28,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0
10:37:12,1,0,0,1,0,0,0,3,0,1,4,0,0,1,0,0
10:39:4,1,0,0,1,0,0,0,1,0,2,4,0,0,4,0,0
10:41:3,4,0,2,1,0,0,1,1,0,3,3,1,1,0,0,0
10:43:7,1,0,0,4,0,0,0,3,0,0,3,0,1,0,0,0
10:45:16,0,0,2,2,0,0,0,1,0,1,2,0,0,0,0,0
10:47:11,1,0,2,1,0,0,0,0,0,0,3,1,1,0,0,0
10:49:22,2,0,1,0,0,0,0,2,0,2,1,0,1,3,0,0
10:52:7,3,0,0,1,0,0,0,1,0,1,2,0,2,2,0,0
10:54:13,0,0,0,2,0,0,0,0,0,1,1,0,2,0,1,1
10:57:1,1,0,3,4,0,0,0,1,0,2,6,0,1,1,0,0
10:59:6,0,0,1,5,0,0,0,0,0,2,4,0,0,0,0,0
10:60:16,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0
10:61:27,0,0,2,2,0,0,0,2,0,0,3,0,3,0,0,0
10:64:1,1,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0
10:66:6,0,0,1,4,0,0,0,1,0,0,3,0,0,0,0,0
10:67:11,1,0,0,3,0,0,0,1,0,1,5,0,1,2,0,0
10:69:1,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0
10:71:9,1,0,1,2,0,0,0,2,0,2,3,0,2,0,0,0
10:72:5,2,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
10:74:2,0,0,1,0,0,1,0,4,0,2,3,0,0,2,0,0
10:75:10,1,0,2,1,0,0,0,4,0,0,3,0,3,0,0,0
10:78:5,1,0,3,1,0,0,0,2,0,2,1,0,3,0,0,0
10:81:3,0,0,0,4,0,0,0,0,0,1,2,0,3,3,0,0
10:83:9,3,0,0,2,0,0,0,3,0,2,6,0,1,1,0,0
10:85:4,0,0,0,2,0,0,0,2,0,0,4,0,1,0,0,0
10:88:3,0,0,0,1,0,0,0,2,0,0,3,1,2,1,0,1
10:89:4,1,0,2,0,0,0,0,0,0,0,1,0,5,2,0,0
10:90:23,1,0,3,1,0,0,1,1,0,0,2,0,2,1,0,0
10:93:5,2,0,1,1,0,0,0,2,0,1,3,0,2,0,0,0
10:94:11,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0
10:97:1,0,0,1,1,0,0,0,1,0,0,1,0,3,0,0,1
10:99:2,2,0,1,3,0,0,0,2,0,0,2,0,0,0,0,0
10:101:3,3,0,0,2,0,0,0,2,0,1,3,0,1,0,0,0
10:103:4,2,0,1,3,0,0,0,1,0,0,4,0,1,0,0,0
10:104:24,1,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0
10:107:2,0,0,4,3,0,0,0,0,0,0,5,0,1,4,0,0
10:108:8,0,0,0,3,0,0,1,0,0,1,2,0,2,1,0,0
11:1:4,0,0,1,2,0,0,0,3,0,2,3,0,3,1,0,0
11:3:11,0,0,0,1,0,0,0,2,0,0,6,0,2,1,0,0
11:5:8,0,0,1,2,0,0,0,0,0,0,5,0,0,1,0,0
11:7:3,0,0,1,1,0,0,0,1,0,1,6,0,2,1,0,0
11:8:2,1,0,0,0,0,0,0,1,0,1,3,0,2,3,0,0
11:9:10,0,0,3,2,0,0,0,3,0,1,7,0,2,1,0,0
11:12:6,3,0,2,1,0,0,0,2,0,0,5,0,2,3,0,0
11:13:9,3,0,0,2,0,0,0,3,0,2,5,0,3,0,0,0
11:15:5,0,0,1,2,0,0,0,3,0,0,3,0,0,0,0,0
11:17:5,0,0,1,1,0,0,0,1,0,0,7,0,1,5,0,0
11:17:35,0,0,3,4,0,0,0,2,0,0,0,0,0,0,0,0
11:19:3,0,0,2,3,0,0,0,3,0,2,3,0,0,0,0,0
11:20:22,1,0,2,1,0,0,0,8,0,1,0,0,2,0,0,0
11:23:12,0,0,0,2,0,0,0,1,0,0,2,0,3,1,0,0
11:26:8,0,0,0,1,0,0,0,1,0,0,5,0,0,1,0,0
11:27:27,3,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0
11:29:8,2,1,0,2,0,0,1,2,0,1,3,0,4,0,0,0
11:31:5,1,0,1,4,0,0,0,1,0,0,3,0,6,0,0,0
11:32:4,4,1,1,2,0,0,0,0,0,2,3,0,3,0,0,0
11:34:10,0,0,1,1,0,0,1,0,0,0,4,0,0,2,0,0
11:36:10,0,0,0,0,0,0,0,3,0,1,3,0,1,1,0,0
11:38:12,1,0,1,1,0,0,0,1,0,0,6,0,1,0,0,0
11:40:13,0,0,0,1,0,0,0,1,0,0,4,0,3,1,0,0
11:42:6,0,0,1,1,0,0,0,0,0,0,3,1,1,1,0,0
11:43:16,0,0,4,1,0,0,0,0,0,0,3,0,0,1,0,0
11:45:4,1,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0
11:46:19,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,0
11:48:6,3,0,1,0,0,0,0,0,0,1,5,0,3,0,0,0
11:49:17,1,0,0,1,0,0,0,1,0,1,1,0,2,1,0,0
11:51:10,0,0,1,1,0,0,0,4,0,1,2,0,2,0,0,0
11:53:8,0,0,2,1,0,0,0,1,0,0,6,0,3,1,0,0
11:55:6,1,0,1,1,0,0,0,1,0,2,5,0,3,1,0,0
11:57:11,0,0,1,0,0,0,0,2,0,1,5,0,0,2,0,0
11:59:6,0,0,0,1,0,0,0,4,0,0,7,0,2,1,0,0
11:61:7,2,0,0,1,0,0,0,3,0,2,3,0,2,1,0,0
11:62:9,2,0,1,1,0,0,0,0,0,0,8,0,2,0,0,0
11:63:17,0,0,1,2,0,0,0,1,0,0,5,0,1,2,0,0
11:65:6,0,0,1,1,0,0,0,3,0,0,4,0,0,1,0,0
11:67:7,0,0,2,0,0,0,0,4,0,0,6,0,3,0,0,0
11:70:2,0,0,2,0,0,0,1,1,0,0,4,0,4,1,0,0
11:72:5,0,0,1,3,0,0,0,1,0,0,4,0,1,2,0,0
11:74:8,0,0,4,0,0,0,0,0,0,0,4,0,1,1,0,0
11:77:7,0,0,3,2,0,0,0,2,0,0,3,0,1,2,0,0
11:78:24,1,0,0,0,0,0,0,2,0,0,5,0,1,0,0,0
11:81:3,1,0,1,2,0,0,0,1,0,0,3,0,2,1,0,0
11:82:3,2,0,0,2,0,0,0,1,0,1,6,0,0,0,0,0
11:84:13,1,0,1,1,0,0,0,4,0,1,3,0,2,1,0,0
11:86:1,2,0,2,1,0,0,1,2,0,2,5,0,3,0,0,0
11:87:20,1,0,0,1,0,0,0,0,0,0,4,0,2,0,0,0
11:88:29,1,0,0,1,0,0,0,0,0,2,4,0,3,0,0,0
11:89:23,1,0,0,0,0,0,0,3,0,0,5,0,2,0,0,0
11:92:2,0,0,1,1,0,0,0,1,0,1,5,0,1,0,0,0
11:93:16,0,0,1,1,0,0,0,5,0,0,5,0,2,1,0,0
11:95:8,0,0,0,1,0,1,0,3,0,0,2,0,2,1,0,0
11:99:3,2,0,2,2,0,0,0,1,0,0,5,0,2,2,0,0
11:101:15,0,0,1,0,0,0,0,0,0,0,5,0,2,1,0,0
11:103:9,0,0,0,2,0,0,0,1,0,0,8,0,1,2,0,0
11:106:8,0,0,1,2,0,0,0,1,0,0,2,0,0,0,0,0
11:108:14,1,0,5,0,0,0,0,0,0,1,3,0,0,0,0,0
11:110:6,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0,0
11:112:8,1,0,1,4,0,0,0,3,0,1,3,0,1,1,0,0
11:114:9,1,0,0,3,0,0,0,2,0,0,3,0,0,0,0,0
11:116:18,0,0,1,1,0,0,0,3,0,0,4,0,1,0,0,0
11:119:4,1,0,2,2,0,0,0,0,0,0,2,1,0,1,0,0
11:121:2,2,0,0,3,0,0,0,2,0,0,0,0,1,1,0,0
12:1:4,2,0,1,1,0,0,0,0,0,0,3,0,3,1,0,0
12:4:3,1,0,1,2,0,0,0,1,0,0,3,0,1,0,0,0
12:6:1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0
12:7:6,0,0,0,0,0,0,0,3,0,0,5,0,2,2,0,0
12:9:14,1,0,2,1,0,0,0,2,0,0,2,0,0,1,0,0
12:12:2,1,0,0,2,0,0,0,2,0,0,4,0,2,2,0,0
12:15:2,1,0,3,0,0,0,0,3,0,1,2,0,4,1,0,0
12:17:11,2,0,2,2,0,0,0,1,0,0,7,0,1,1,0,0
12:19:4,0,0,0,2,0,0,0,1,0,0,7,0,1,2,0,0
12:21:8,1,0,0,2,0,0,0,0,0,0,4,0,4,4,0,0
12:22:6,0,0,0,2,0,0,0,0,0,0,2,0,1,4,0,0
12:24:4,0,0,3,1,0,0,0,0,0,0,3,0,1,3,0,0
12:25:15,0,0,1,0,0,0,0,0,0,0,8,0,2,1,0,0
12:27:3,2,0,0,1,0,0,0,0,0,0,6,0,0,3,0,0
12:29:10,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0
12:31:12,0,1,0,0,0,0,0,0,0,0,4,0,2,4,0,0
12:32:10,0,0,0,2,0,0,0,0,0,0,3,0,2,3,0,0
12:34:4,0,0,0,2,0,0,0,0,0,1,3,0,3,2,0,1
12:36:13,0,0,0,1,0,0,0,0,0,0,3,0,5,3,0,0
12:37:16,0,0,1,3,0,0,0,0,0,1,5,0,2,0,0,0
12:38:20,2,0,2,5,0,0,0,0,0,1,3,0,4,1,0,0
12:40:14,0,0,0,3,0,0,0,1,0,0,2,0,3,1,0,0
12:41:12,2,0,0,3,0,0,0,0,0,0,2,0,1,3,0,0
12:43:4,2,0,1,1,0,0,0,1,0,0,7,0,1,0,0,0
12:45:1,1,0,0,1,0,0,1,0,0,1,5,0,1,1,0,0
12:46:20,1,1,0,1,0,0,0,0,0,0,6,0,1,1,0,0
12:48:14,0,0,1,3,0,0,0,0,0,0,2,0,0,1,0,0
12:50:18,0,2,1,0,0,0,1,0,0,0,5,0,0,2,0,0
12:51:26,0,0,2,4,0,0,0,0,0,0,1,0,3,2,0,0
12:53:15,0,0,1,0,0,0,0,0,0,0,3,0,1,2,0,0
12:56:8,1,0,3,0,0,0,0,3,0,1,2,0,0,1,0,0
12:59:5,2,0,0,0,0,0,1,1,0,1,2,0,1,1,0,0
12:62:2,1,0,1,0,0,0,0,4,0,0,0,0,6,1,0,0
12:64:1,1,0,1,2,0,0,0,3,0,0,2,0,2,1,0,0
12:65:14,0,0,0,1,0,0,0,0,0,0,5,0,3,2,0,0
12:66:18,1,0,0,2,0,0,0,2,0,1,7,0,1,0,0,0
12:67:24,0,0,0,1,0,0,0,1,0,2,3,0,0,1,0,0
12:68:26,0,0,0,2,0,0,1,2,0,1,0,0,2,0,0,0
12:70:10,0,0,1,1,0,0,1,4,0,2,3,0,0,2,0,0
12:73:8,1,0,4,1,0,0,0,2,0,0,3,0,1,4,0,0
12:76:9,0,0,3,1,0,0,0,1,0,0,5,0,2,0,0,0
12:77:6,1,0,1,1,0,0,0,1,0,0,7,0,2,4,0,0
12:78:12,1,0,0,1,0,0,0,3,0,0,4,0,3,1,0,0
12:80:13,0,1,1,2,0,0,0,2,0,1,2,0,5,0,0,0
12:81:6,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
12:83:7,0,0,1,2,0,0,0,2,0,0,3,0,0,1,0,0
12:85:6,0,0,0,2,0,0,0,5,0,0,2,0,2,0,0,0
12:87:11,0,0,1,4,0,0,0,3,0,0,3,0,1,1,0,0
12:88:20,2,0,0,1,0,0,1,1,0,2,1,0,3,1,0,0
12:90:18,0,0,0,5,0,0,0,2,0,0,1,0,0,0,0,0
12:93:5,0,0,1,1,0,0,0,1,0,0,3,0,2,0,0,0
12:96:5,0,0,1,1,0,0,0,1,0,0,1,1,3,1,0,0
12:98:6,0,0,2,2,0,0,0,3,0,0,2,0,1,2,0,0
12:100:13,0,0,2,2,0,0,0,0,0,1,5,0,2,0,0,0
12:100:43,2,0,1,2,0,1,0,0,0,0,2,0,0,1,0,0
12:102:5,1,0,0,1,0,0,0,1,0,0,3,0,2,0,0,0
12:105:5,0,0,0,4,0,0,0,1,0,2,3,0,1,1,0,0
12:108:3,0,0,0,2,0,0,2,2,0,1,2,0,6,0,0,0
12:109:16,1,0,2,1,0,0,0,4,0,0,3,0,2,0,0,0
12:110:17,0,0,0,3,0,0,0,1,0,0,7,0,0,0,0,0
13:1:5,1,0,1,4,0,0,0,0,0,0,3,0,1,0,0,0
13:2:16,0,0,1,2,0,0,0,0,0,1,4,0,0,0,0,0
13:3:20,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0
