qindex,ASSIM-N_I,ASSIM_I,MADDA_I,SHAMS_I,MIN-W_I,MIN-Y_I,P_SIL_I,SIL_I,SAKT_I,ASSIM-M_B,ASSIM-N_B,ASSIM_B,MADDA_B,CLIT-H_B,MIN-Y_B,SIL_B
32:18:7,0,0,0,2,1,0,0,8,0,0,2,0,3,0,0,0
32:20:17,2,0,0,1,0,0,0,0,0,2,1,0,1,2,0,0
32:23:4,0,0,2,0,0,0,0,3,0,0,5,0,1,1,0,0
32:25:10,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
32:27:11,6,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0
33:1:1,0,0,1,7,0,0,0,0,0,0,3,0,1,0,0,0
33:3:1,0,0,3,4,0,0,0,0,0,1,3,0,0,1,0,0
33:4:25,1,0,2,4,0,0,0,1,0,1,3,0,2,1,0,0
33:5:27,1,0,1,2,0,0,0,3,0,1,4,0,4,1,0,0
33:6:29,1,0,1,2,0,1,0,2,0,1,6,0,0,0,0,0
33:9:5,1,0,2,2,0,0,0,0,0,1,4,0,0,0,0,0
33:10:13,0,0,2,3,0,0,1,1,0,1,5,1,1,1,0,0
33:13:8,0,0,0,1,0,0,0,3,0,1,4,0,0,0,0,0
33:14:12,1,0,0,2,0,0,0,2,0,1,6,1,1,0,0,0
33:16:15,0,0,1,3,0,0,0,0,0,2,6,0,0,0,0,0
33:18:6,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
33:19:22,1,0,2,2,0,0,0,4,0,1,2,0,0,0,0,0
33:20:17,0,0,0,3,0,0,0,4,0,1,4,0,1,0,0,0
33:22:7,1,0,0,3,0,0,0,3,0,2,6,0,1,3,0,0
33:24:1,0,0,1,6,0,0,0,2,0,0,4,0,0,0,0,0
33:25:15,1,0,0,2,0,0,0,0,0,1,6,0,0,0,0,0
33:27:13,3,0,1,5,0,0,0,0,0,0,5,1,0,1,0,0
33:29:14,2,0,1,2,0,0,0,0,0,0,7,0,1,1,0,0
33:31:13,0,0,2,2,0,0,0,0,0,0,5,0,0,1,0,0
33:33:9,1,0,0,7,0,0,0,0,0,0,1,0,1,1,0,0
33:34:14,0,0,2,10,0,0,0,0,0,1,2,0,0,0,0,0
33:35:30,0,0,0,3,0,0,0,0,0,0,6,0,2,2,0,0
33:37:6,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0
33:37:36,0,0,1,4,0,0,0,2,0,0,5,0,1,1,0,0
33:38:18,0,0,0,6,0,1,0,0,0,0,5,0,1,1,0,0
33:40:13,0,0,2,4,0,0,0,2,0,1,5,0,0,1,0,0
33:44:2,0,0,1,3,0,0,0,0,0,1,10,0,1,2,0,0
33:48:2,0,0,1,2,0,0,0,1,0,0,4,0,1,0,0,0
33:49:20,0,0,2,2,0,0,0,0,0,0,2,0,3,0,0,0
33:50:27,1,0,0,2,0,0,0,0,0,0,5,0,1,0,0,0
33:50:57,0,0,2,1,0,0,0,0,0,0,6,0,2,0,0,0
33:51:25,0,0,1,3,0,0,0,0,0,0,3,0,2,0,0,0
33:52:20,1,0,1,2,0,0,0,4,0,0,3,0,1,0,0,0
33:53:25,1,0,1,2,0,2,0,1,0,0,4,0,0,0,0,0
33:53:55,2,0,0,3,0,0,0,2,0,0,4,0,3,2,0,0
33:55:4,0,0,6,3,0,0,0,0,0,0,1,0,5,1,0,0
33:56:4,0,0,1,4,0,0,0,3,0,0,2,0,0,1,0,0
33:58:6,0,0,2,2,0,0,0,2,0,0,7,1,1,0,0,0
33:60:2,1,0,0,1,0,0,0,4,0,1,4,0,2,0,0,0
33:62:7,1,0,0,6,0,0,0,0,0,0,2,0,1,0,0,0
33:65:3,0,0,1,4,0,0,2,1,0,0,3,0,4,0,0,0
33:68:5,1,0,2,3,0,0,0,7,0,0,5,0,0,0,0,0
33:71:1,1,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0
33:72:17,0,0,0,7,0,0,0,0,0,0,4,0,0,1,0,0
34:1:14,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0
34:3:5,0,0,0,2,0,0,0,0,0,0,4,0,2,0,0,0
34:4:3,1,0,2,1,0,0,0,5,0,1,7,0,2,0,0,0
34:6:12,0,0,0,1,0,0,0,1,0,1,3,0,1,1,0,0
34:8:10,0,0,2,3,0,0,0,1,0,1,2,0,0,0,0,0
34:9:24,0,0,0,2,1,0,0,1,0,0,5,0,0,1,0,0
34:11:12,0,0,0,2,0,0,0,0,0,0,5,0,0,3,0,0
34:13:3,1,0,2,1,1,0,0,1,0,0,5,0,2,2,0,0
34:14:14,0,0,0,0,0,0,0,4,0,0,7,0,0,1,0,0
34:15:17,0,0,0,0,0,0,0,2,0,2,9,0,1,0,0,0
34:18:3,1,0,0,1,0,0,0,3,0,0,2,0,1,0,0,0
34:19:16,0,0,0,0,0,0,0,0,0,1,7,0,0,2,0,0
34:21:17,0,0,0,2,0,0,0,1,0,2,6,0,0,1,0,0
34:22:26,2,0,0,2,0,0,0,2,0,1,3,0,2,2,0,0
34:24:8,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0
34:27:1,1,0,2,3,0,0,0,0,0,1,4,0,1,1,0,0
34:29:7,1,0,0,1,0,0,0,1,0,1,3,1,1,0,0,0
34:31:20,2,0,1,0,0,0,0,4,0,2,0,0,2,0,0,0
34:33:3,1,0,0,3,0,0,0,4,0,0,2,0,3,1,0,1
34:33:33,0,0,0,1,0,0,0,2,0,1,5,0,3,1,0,0
34:36:7,1,0,3,2,0,0,0,2,0,1,1,0,3,0,0,0
34:38:1,1,0,2,2,0,0,0,1,0,1,3,0,2,3,0,0
34:40:2,1,0,3,0,0,0,0,3,0,3,5,0,0,0,0,0
34:42:9,1,0,1,1,0,0,0,4,0,1,3,0,2,0,0,0
34:43:21,0,0,1,0,0,0,0,1,0,1,9,0,5,0,0,0
34:45:6,0,0,0,0,0,0,0,4,0,3,3,0,2,0,0,0
34:46:22,0,0,1,1,0,0,0,0,0,1,4,0,0,0,0,0
34:49:4,0,0,0,0,0,0,0,2,0,0,5,0,4,1,0,0
34:51:10,0,0,0,1,0,0,0,2,0,1,9,0,1,2,0,0
34:54:11,0,0,2,5,0,0,0,2,0,0,3,0,1,0,0,0
35:1:26,0,0,1,4,0,0,0,1,0,0,5,0,0,2,0,0
35:3:9,0,0,2,5,0,0,0,0,0,1,3,0,1,0,0,0
35:5:6,0,0,0,4,0,0,0,4,0,1,4,0,0,1,0,0
35:7:8,0,0,3,3,0,0,0,1,0,1,7,0,0,2,0,0
35:8:25,0,0,0,4,0,0,0,0,0,0,4,0,1,0,0,0
35:10:13,1,0,1,3,0,0,0,1,0,1,7,0,0,2,0,0
35:11:19,1,0,1,1,0,0,0,0,0,0,9,0,1,2,0,0
35:12:15,0,0,0,3,0,0,0,1,0,0,7,0,0,1,0,0
35:13:17,0,0,1,1,0,0,0,3,0,0,4,0,0,1,0,0
35:15:1,1,0,2,4,0,0,0,0,0,0,6,0,0,0,0,0
35:18:9,1,0,0,2,0,0,0,1,0,1,2,0,1,1,0,0
35:20:1,2,0,2,4,0,0,0,0,0,0,3,0,2,0,0,0
35:24:3,0,0,1,1,0,0,0,1,0,1,6,0,0,0,0,0
35:27:1,1,0,3,4,0,0,0,0,0,0,6,0,0,2,0,0
35:28:9,1,0,1,4,0,0,0,3,0,1,5,0,1,1,0,0
35:30:6,0,0,0,1,0,0,0,0,0,1,6,0,2,3,0,0
35:32:12,0,0,0,1,0,0,0,1,0,0,7,0,1,0,0,0
35:34:8,0,0,0,0,0,0,0,2,0,1,4,0,1,1,0,0
35:36:13,0,0,1,2,0,0,0,1,0,1,3,0,1,0,0,0
35:37:25,1,0,1,3,0,0,0,0,0,0,3,0,0,2,0,0
35:39:20,0,0,1,2,0,0,0,1,0,0,5,0,0,0,0,0
35:40:26,0,0,0,4,0,0,0,1,0,1,5,0,2,2,0,0
35:42:4,1,0,2,2,0,0,0,0,0,0,4,0,0,1,0,0
35:43:15,1,0,0,3,0,0,0,3,0,0,5,0,1,0,0,0
35:44:19,0,0,1,3,0,0,0,1,0,0,9,0,1,2,0,0
35:45:19,3,0,3,5,0,0,0,0,0,0,4,0,1,1,0,0
36:7:1,0,0,0,0,0,0,0,0,0,1,4,0,2,0,0,0
36:10:1,3,0,1,2,0,0,0,1,0,0,2,0,0,0,0,0
36:12:11,1,0,1,0,0,0,0,2,0,2,4,0,6,0,0,0
36:15:8,3,0,0,1,0,0,0,3,0,1,2,0,3,0,0,0
36:18:12,1,0,2,0,0,0,0,3,0,3,6,0,0,0,0,0
36:22:3,2,0,0,1,0,0,0,0,0,0,6,0,4,1,0,0
36:26:1,2,0,1,1,0,0,0,0,0,0,4,0,1,2,0,0
36:29:3,0,0,0,0,0,0,0,2,0,2,4,0,0,1,0,0
36:32:2,0,0,0,0,0,0,0,1,0,0,9,0,0,1,0,0
36:35:6,2,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0
36:38:6,1,0,0,2,0,0,0,0,0,0,4,0,1,0,0,0
36:41:6,1,0,0,0,0,0,0,1,0,1,4,0,0,1,0,0
36:45:7,1,0,0,1,0,0,0,4,0,1,2,0,1,0,0,0
36:47:15,3,0,1,1,0,0,0,0,0,0,6,0,3,1,0,0
36:50:6,1,0,0,2,0,0,0,1,1,1,5,0,0,0,0,0
36:53:6,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0
36:57:1,0,0,0,1,0,0,0,2,0,1,9,0,1,1,0,0
36:61:2,3,0,0,0,0,0,0,1,0,1,3,0,2,1,0,0
36:65:9,0,0,2,1,0,0,0,3,0,0,2,0,1,0,0,0
36:69:2,2,0,0,1,0,0,0,1,0,1,6,0,2,1,0,0
36:71:12,3,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0
36:76:4,1,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0
36:79:3,2,0,0,2,0,0,0,0,0,3,3,0,4,0,0,0
36:81:12,0,0,1,6,0,0,0,0,0,0,5,0,3,3,0,0
37:3:2,0,0,1,3,0,0,0,0,0,0,6,0,0,0,0,0
37:8:9,0,0,0,0,0,0,0,1,0,2,8,0,1,1,0,0
37:13:4,1,0,1,0,0,0,0,2,0,0,5,0,2,0,0,0
37:19:7,2,0,0,2,0,0,0,4,0,2,1,0,0,1,0,0
37:24:3,1,0,1,0,0,0,0,3,0,1,2,1,1,0,0,0
37:30:6,1,0,1,0,0,0,0,1,0,0,3,0,3,0,0,0
37:35:7,1,0,3,2,0,0,0,3,0,0,2,0,1,0,0,0
37:41:2,2,0,1,3,0,0,0,0,0,2,8,0,0,0,0,0
37:48:4,1,0,2,0,0,0,0,0,0,1,7,0,0,0,0,0
37:54:4,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
37:60:5,0,0,0,3,0,0,0,0,0,0,3,0,1,1,0,0
37:66:6,1,0,2,0,0,0,0,1,0,1,2,0,1,0,0,0
37:73:1,2,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0
37:79:4,0,0,1,0,0,0,0,0,0,0,3,0,0,4,0,0
37:86:3,1,0,0,2,0,0,0,1,0,1,3,0,1,0,0,0
37:93:4,0,0,0,1,0,0,0,4,0,0,2,0,1,2,0,0
37:100:1,1,0,1,2,0,0,0,0,0,0,2,0,3,0,0,0
37:102:23,0,0,3,3,0,0,0,1,0,0,2,0,2,1,0,0
37:108:2,0,0,0,1,0,0,0,0,0,0,5,0,2,2,0,0
37:114:3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
37:122:1,0,0,1,2,0,0,0,0,0,0,1,0,1,1,0,0
37:129:1,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0
37:136:3,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
37:144:1,1,0,1,0,0,0,0,2,0,0,4,0,1,1,0,0
37:150:1,0,0,1,1,0,0,0,1,0,1,3,0,1,0,0,0
37:157:2,2,0,0,2,0,0,0,1,0,0,2,0,1,1,0,0
37:163:2,1,0,1,2,0,0,0,2,0,0,4,0,1,1,0,0
37:170:2,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
37:178:1,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0
38:2:3,1,0,1,0,0,0,0,3,0,2,10,1,1,0,0,0
38:5:7,2,0,0,1,0,0,0,2,0,0,3,0,2,0,0,0
38:8:7,2,0,1,1,0,0,0,2,0,1,4,1,0,0,0,0
38:11:5,1,0,3,1,0,0,0,1,0,0,6,0,0,0,0,0
38:15:7,0,0,0,0,1,0,0,1,0,0,2,1,1,2,0,0
38:19:1,0,0,0,1,1,0,0,4,0,0,3,0,1,2,0,0
38:22:13,0,0,1,1,0,0,0,0,0,1,5,0,2,1,0,0
38:24:5,0,0,1,1,1,0,0,2,0,0,3,0,0,3,0,0
38:25:3,1,0,0,3,1,0,0,0,0,1,4,0,0,1,0,0
38:26:24,0,0,1,3,0,0,0,5,0,0,4,0,0,0,0,0
38:28:7,1,0,0,1,1,0,0,3,0,0,1,0,2,2,0,0
38:32:2,0,0,0,1,0,0,0,0,0,0,3,0,1,1,0,0
38:35:6,2,0,3,2,0,0,0,0,0,0,5,0,1,1,0,0
38:39:5,1,0,0,1,0,0,0,0,0,1,6,0,3,4,0,0
38:43:5,0,0,0,0,0,0,0,2,0,1,4,1,3,2,0,0
38:46:3,1,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0
38:51:4,1,0,0,2,0,0,0,0,0,0,5,0,0,1,0,0
38:57:2,2,0,0,1,0,0,0,3,0,0,7,0,1,1,0,0
38:61:3,0,0,0,1,0,0,0,1,0,1,5,0,0,0,0,0
38:64:6,2,0,0,3,0,0,1,1,0,0,1,0,1,0,0,0
38:69:5,0,0,1,0,0,0,1,1,0,0,8,0,4,2,0,0
38:72:9,1,0,2,0,0,0,1,0,0,0,2,0,1,0,0,0
38:76:5,2,0,0,1,0,0,0,0,0,0,5,0,2,1,0,0
38:81:4,1,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0
38:87:1,2,0,0,6,0,0,0,0,0,0,3,0,2,1,0,0
39:3:2,0,0,1,4,0,0,0,1,0,0,1,0,3,1,0,0
39:3:32,0,0,1,5,0,0,0,0,0,0,4,0,0,1,0,0
39:5:13,1,0,0,1,0,0,0,0,0,2,7,0,0,0,0,0
39:6:20,1,0,0,2,0,0,0,2,0,0,6,0,1,0,0,0
39:7:14,2,0,0,1,0,0,0,0,0,2,3,0,0,3,0,0
39:8:13,1,0,2,0,0,0,0,1,0,0,6,0,1,1,0,0
39:9:9,0,0,0,2,0,0,0,6,0,0,1,0,0,1,0,0
39:10:15,0,0,0,3,0,0,0,0,0,1,2,0,2,0,0,0
39:13:9,1,0,0,1,0,0,0,2,0,2,5,0,1,2,0,0
39:16:5,0,0,0,4,0,0,0,2,0,0,3,0,2,3,0,0
39:18:6,2,0,2,2,0,0,0,5,0,0,6,0,0,0,0,0
39:20:13,1,0,2,4,0,0,0,0,0,0,3,0,0,3,0,0
39:21:23,0,0,1,3,0,0,0,2,0,1,6,0,0,3,0,0
39:23:2,0,0,1,3,0,0,0,0,0,0,4,0,0,1,0,0
39:23:32,1,0,1,2,0,0,0,1,0,0,2,0,0,2,0,0
39:26:5,0,0,0,3,0,0,0,1,0,0,5,0,0,0,0,0
39:29:5,1,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0
39:32:5,1,0,5,4,0,0,0,1,0,1,1,0,2,2,0,0
39:35:4,0,0,0,3,0,0,0,2,0,1,5,0,0,4,0,0
39:37:7,1,0,0,5,0,0,0,0,0,2,4,0,1,1,0,0
39:38:25,0,0,0,1,0,0,0,1,0,0,4,0,0,1,0,0
39:41:1,3,0,0,2,0,0,0,0,0,1,1,0,2,1,0,0
39:42:13,0,0,1,1,0,0,0,2,0,0,5,1,2,0,0,0
39:44:3,0,0,0,4,0,0,0,0,0,0,2,0,1,2,0,0
39:46:4,1,0,1,2,0,0,0,3,0,0,2,0,0,3,0,0
39:47:17,1,0,0,1,0,0,0,3,0,2,2,0,0,1,0,0
39:49:11,0,0,0,0,0,0,0,3,0,1,3,0,2,1,0,0
39:51:8,1,0,3,2,0,0,0,3,0,1,3,0,2,0,0,0
39:53:8,1,0,0,4,0,0,0,4,0,0,3,0,3,2,0,0
39:55:4,4,1,0,2,0,0,0,0,0,2,7,0,0,0,0,0
39:57:3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
39:60:2,0,0,1,4,0,0,0,2,0,1,2,0,0,0,0,0
39:62:7,0,0,2,3,0,0,0,2,0,0,3,0,1,1,0,0
39:65:10,0,0,0,4,0,0,0,1,0,0,3,0,0,4,0,0
39:68:3,1,0,3,5,0,1,0,1,0,0,4,0,0,0,0,0
39:69:11,0,0,1,0,0,0,0,1,0,1,1,0,3,0,0,0
39:71:17,2,0,1,0,0,0,0,3,0,0,1,0,1,0,0,0
39:73:4,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0
39:74:14,1,0,3,4,0,0,0,0,0,1,0,0,0,0,0,0
40:2:6,1,0,0,4,0,0,0,1,0,0,0,0,2,0,0,0
40:5:3,0,0,0,1,0,0,0,3,0,0,3,0,1,0,0,0
40:7:2,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0
40:8:5,1,1,1,3,0,0,0,1,0,0,3,0,0,1,0,0
40:10:7,1,0,0,1,0,0,0,1,0,1,5,0,2,2,0,0
40:12:9,0,0,1,3,0,0,0,2,0,1,2,0,0,2,0,0
40:15:2,1,0,1,4,0,0,0,0,0,1,2,0,0,2,0,0
40:17:1,1,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0
40:19:3,1,0,0,4,0,0,0,3,0,0,1,0,0,1,0,0
40:21:12,0,0,0,3,0,0,0,2,0,2,5,1,0,1,0,0
40:22:12,1,0,3,0,0,0,0,5,0,1,3,0,1,1,0,0
40:25:16,0,0,0,0,0,0,0,0,0,1,4,0,4,1,0,0
40:27:9,0,0,1,1,0,0,0,0,0,1,8,0,1,2,0,0
40:28:26,1,0,1,2,0,0,0,0,0,1,6,0,0,0,0,0
40:29:17,0,0,0,1,0,0,0,0,0,1,3,0,5,0,0,0
40:31:9,0,0,0,4,0,0,0,0,0,1,4,0,1,1,0,0
40:34:2,0,0,2,2,0,0,0,0,0,1,6,0,1,2,0,0
40:35:2,2,0,0,3,0,0,0,1,0,0,3,0,2,0,0,0
40:36:9,0,0,1,2,0,0,0,0,0,0,2,0,2,2,0,0
40:38:6,1,0,0,2,0,0,0,0,0,0,4,0,1,0,0,0
40:40:15,0,0,1,3,0,0,1,1,0,0,3,0,2,2,0,0
40:42:12,0,0,0,3,0,0,0,0,0,0,1,0,3,1,0,0
40:44:5,0,0,1,5,0,0,0,2,0,0,3,0,2,0,0,0
40:46:13,1,0,2,4,0,0,0,3,0,1,3,0,3,0,0,0
40:48:11,0,0,1,1,0,0,0,6,0,1,1,0,1,0,0,0
40:50:16,2,0,2,4,0,0,0,1,0,0,0,0,1,0,0,0
40:54:1,1,0,0,2,0,0,0,1,0,0,4,0,1,0,0,0
40:56:15,0,0,0,6,0,0,0,2,0,1,0,0,0,1,0,0
40:58:10,0,0,1,3,0,0,0,0,0,0,2,0,1,0,0,0
40:61:3,0,0,0,5,0,0,0,1,0,0,1,0,1,0,0,0
40:63:1,0,0,2,6,0,0,0,1,0,1,2,0,0,0,0,0
40:65:3,0,0,1,2,0,0,0,0,0,0,2,0,1,0,0,0
40:66:19,1,0,0,0,0,0,0,3,0,2,11,0,2,0,0,0
40:67:29,0,0,0,1,0,0,0,1,0,0,2,0,3,2,1,0
40:70:7,1,0,0,3,0,0,0,2,0,0,1,1,1,0,0,0
40:74:9,2,0,0,1,0,0,0,2,0,1,3,0,1,0,0,0
40:77:3,0,0,0,1,0,0,0,0,0,2,6,0,0,0,0,0
40:78:19,0,0,1,3,0,0,0,2,0,0,1,0,0,0,0,0
40:80:8,2,0,0,1,0,0,0,3,0,0,3,0,1,1,0,0
40:82:20,1,0,1,1,0,0,0,5,0,4,0,0,2,2,0,0
40:84:10,2,0,1,6,0,0,0,1,0,0,2,0,0,2,0,0
41:3:2,0,0,0,0,0,0,0,1,0,0,8,0,3,1,0,0
41:6:1,0,0,0,2,0,0,1,3,0,1,4,0,4,0,0,0
41:8:7,1,0,0,0,0,0,0,0,0,0,4,0,3,1,0,0
41:10:14,0,0,6,3,0,0,0,0,0,0,4,0,2,0,0,0
41:12:13,1,0,1,3,0,0,0,3,0,0,4,0,1,0,0,0
41:14:15,1,0,2,1,0,0,0,3,0,1,2,0,1,1,0,0
41:15:22,1,0,0,1,0,0,0,2,0,0,5,0,1,0,0,0
41:17:8,0,0,2,2,0,0,0,3,0,1,0,0,1,0,0,0
41:20:11,3,1,0,1,0,0,0,3,0,0,3,0,3,0,0,0
41:22:11,2,0,0,2,0,0,0,2,0,3,5,0,0,0,0,0
41:25:1,1,0,1,0,0,0,0,4,0,2,2,0,1,0,0,0
41:26:6,0,0,3,2,0,0,0,4,0,0,3,0,0,0,0,0
41:29:1,1,0,1,1,0,0,0,5,0,0,0,0,1,0,0,0
41:30:15,2,0,1,1,0,0,0,1,0,0,5,0,2,0,0,0
41:33:6,0,0,0,2,0,0,0,1,0,0,3,0,1,2,0,0
41:35:6,1,0,0,6,0,0,0,2,0,0,2,0,1,1,0,0
41:37:14,3,0,1,1,0,0,0,1,0,0,2,0,2,2,0,0
41:39:13,0,0,0,1,0,0,0,1,0,1,4,0,5,1,0,0
41:40:21,1,0,1,1,0,0,0,1,0,0,4,0,0,3,0,0
41:43:3,0,0,0,1,0,0,0,2,0,0,7,0,1,1,0,0
41:44:16,0,0,2,0,0,0,0,1,0,0,7,0,1,0,0,0
41:45:16,1,0,1,1,0,0,0,0,0,0,6,0,0,1,0,0
41:47:17,1,0,2,0,0,0,0,3,0,2,5,0,1,1,0,0
41:49:7,1,0,2,2,0,0,0,0,0,0,7,0,2,1,0,0
41:50:26,2,0,1,2,0,0,0,2,0,2,3,0,1,2,0,0
41:52:11,1,0,0,0,0,0,0,0,0,0,4,0,2,1,0,0
41:54:5,0,0,3,5,0,0,0,0,0,0,4,0,2,2,0,0
42:4:7,0,0,2,4,0,0,0,1,0,0,3,0,2,1,0,0
42:6:8,3,0,1,2,0,0,0,0,0,1,4,0,2,0,0,0
42:8:4,0,0,2,2,0,0,0,1,0,1,7,0,1,2,0,0
42:9:15,1,0,0,3,0,0,0,0,0,1,6,0,1,1,0,0
42:11:14,0,0,1,4,0,0,0,0,0,1,4,0,2,4,0,0
42:13:12,0,0,1,2,0,0,0,3,0,0,2,0,5,1,0,0
42:14:4,0,0,1,0,0,0,0,1,0,0,9,0,1,0,0,0
42:15:4,2,0,1,3,0,0,0,0,0,0,2,0,3,0,0,0
42:15:34,2,0,1,3,0,0,0,0,0,0,4,0,1,1,0,0
42:18:1,0,0,1,2,0,0,0,1,0,0,3,0,1,1,0,0
42:19:9,0,0,1,2,0,0,0,2,0,1,3,0,0,4,0,0
42:21:8,0,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0
42:22:16,1,0,1,2,0,0,0,2,0,1,2,1,1,0,0,0
42:23:22,0,0,0,5,0,0,0,0,0,0,4,0,1,3,0,0
42:25:1,0,0,0,5,0,0,0,3,0,1,3,0,0,3,0,0
42:27:7,1,0,1,1,0,0,0,2,0,0,4,0,0,4,0,0
42:29:7,1,0,2,1,0,0,0,1,0,3,8,0,2,0,0,0
42:31:11,0,0,0,1,0,0,0,1,0,0,6,0,1,1,0,0
42:34:6,1,0,0,2,0,0,0,1,0,2,7,0,2,0,0,0
42:37:3,2,0,2,1,0,0,0,4,0,0,2,0,1,0,0,0
42:40:6,1,0,2,4,0,0,0,2,0,1,1,0,0,3,0,0
42:42:13,0,0,0,2,0,0,0,0,0,0,8,0,0,2,0,1
42:44:20,2,0,0,2,0,0,0,2,0,0,5,0,3,0,0,0
42:46:3,1,0,1,3,0,0,0,1,0,4,8,0,0,2,0,0
42:47:17,1,0,0,0,0,0,0,1,0,1,6,0,3,0,0,0
42:48:26,1,0,4,2,0,0,0,0,0,0,9,0,0,1,0,0
42:51:3,1,0,2,1,0,0,0,0,0,0,4,0,1,2,0,0
42:52:11,0,0,1,3,0,0,0,0,0,0,5,0,2,2,0,0
42:53:14,2,0,1,4,0,0,0,0,0,0,3,0,1,1,0,0
43:6:1,0,0,0,1,0,0,0,1,0,3,5,0,1,1,0,0
43:9:10,1,0,2,1,0,0,0,0,0,1,6,0,0,1,0,0
43:12:7,1,0,0,0,1,0,0,4,0,0,0,0,1,2,0,0
43:15:2,1,0,0,1,0,0,0,1,0,2,5,0,0,3,0,0
43:18:4,0,0,2,2,0,0,0,3,0,2,1,0,0,0,0,0
43:20:13,0,0,1,0,0,0,0,1,0,2,6,0,5,2,0,0
43:23:9,2,1,2,0,0,0,0,1,0,3,1,0,6,1,0,0
43:25:4,0,0,4,0,0,0,0,0,0,0,3,0,1,3,0,0
43:29:6,0,0,2,0,0,0,0,2,0,1,4,0,0,1,0,0
43:32:8,0,0,0,3,0,0,0,0,0,1,10,0,1,0,0,0
43:33:13,1,0,0,2,0,0,0,0,0,0,8,0,0,1,0,0
43:36:9,1,0,1,1,0,0,0,0,0,1,2,1,1,1,0,0
43:39:9,2,0,0,1,0,0,0,0,0,2,3,0,1,0,0,0
43:43:6,0,0,0,1,0,1,0,1,0,0,7,0,2,1,0,0
43:46:9,0,0,2,1,0,0,0,1,0,4,0,0,1,0,0,0
43:49:7,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
43:51:18,0,0,2,0,0,0,1,1,0,0,5,0,1,1,0,0
43:55:1,1,0,0,0,0,0,0,1,0,0,3,0,2,0,0,0
43:58:12,1,0,3,1,0,0,0,0,0,1,4,0,1,1,0,0
43:61:10,0,0,1,3,0,0,0,1,0,2,3,0,0,1,0,0
43:64:6,1,0,1,1,0,0,0,1,0,1,7,0,0,0,0,0
43:67:6,2,0,0,0,0,0,0,3,0,1,4,0,1,0,0,0
43:71:10,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
43:75:6,0,0,0,1,0,0,0,3,0,2,2,0,1,0,0,0
43:80:3,0,0,0,2,0,0,1,3,0,1,2,0,0,0,0,0
43:83:6,1,0,1,3,0,0,0,0,0,0,2,0,0,2,0,0
43:86:4,0,0,2,2,0,0,0,0,0,1,5,0,0,1,0,0
43:89:5,3,0,1,3,0,0,0,0,0,0,4,0,2,0,0,0
44:6:3,1,0,1,2,0,0,0,0,0,1,2,0,2,1,1,0
44:10:3,0,0,2,3,0,0,0,3,0,0,6,0,0,0,0,0
44:15:3,1,0,2,1,0,0,0,2,0,0,3,0,2,0,0,0
44:19:4,0,0,2,1,0,0,0,1,0,2,5,0,2,1,0,0
44:24:3,2,0,1,1,0,0,0,3,0,0,8,0,0,0,0,0
44:30:3,0,0,4,0,0,0,0,1,0,1,3,0,1,1,0,0
44:35:3,2,0,1,1,0,0,0,2,0,0,3,0,1,0,0,0
44:39:1,1,0,0,1,0,0,0,0,0,0,4,0,1,1,0,0
44:42:8,1,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0
44:50:2,2,0,0,0,0,0,0,0,0,2,7,0,0,1,0,0
44:56:4,1,0,1,3,0,0,0,0,0,1,2,0,0,0,0,0
45:2:4,1,0,2,5,0,0,0,0,0,0,6,0,1,0,0,0
45:5:13,0,0,0,4,0,0,0,0,0,0,5,0,0,1,0,0
45:8:7,0,0,2,0,0,0,0,2,0,1,7,0,0,0,0,0
45:10:12,0,0,1,2,0,0,0,3,0,0,4,0,0,1,0,0
45:12:12,0,0,0,2,0,0,0,2,0,1,5,1,0,1,0,0
45:14:12,0,0,2,2,0,0,0,1,0,2,2,0,1,1,0,0
